tokens;week;sum
musykesrls;26;1
mvplogicvd;26;1
mvsas66gun;26;1
mwcoc;26;1
mx52cbribo;26;2
mxavcv5wnh;26;1
mylykcpzvf;26;1
myn8r4zkoa;26;1
mz7ycemcxr;26;1
mzm5fdjmru;26;1
n.d;26;1
n.y;26;1
n0gsijgs6w;26;1
n0uziskdzt;26;1
n4k2esyeso;26;1
n9mgyzzrsi;26;1
nadine;26;1
nancy;26;3
narcotics;26;1
narrative;26;1
narrow;26;2
nasa;26;1
nat’l;26;1
nation;26;27
nation's;26;4
nation’s;26;17
national;26;34
nationalk9veteransday;26;1
nationalpeanutmonth;26;1
nations;26;1
nationwide;26;4
native;26;7
natural;26;2
navigate;26;2
navigating;26;2
navigator;26;1
navy;26;1
nbufsfoi0w;26;1
nbxa8jkftq;26;1
ncaa;26;1
ncpw2021;26;1
ne;26;1
neanderthal;26;1
nearest;26;1
nearing;26;1
nebraskans;26;1
nebyapye99;26;1
necessity;26;1
neck;26;2
neediest;26;1
negative;26;1
negatively;26;1
negbinwufo;26;1
neglect;26;1
negotiate;26;1
neighbors;26;4
net;26;4
netneutrality;26;1
nevada;26;16
nevada's;26;1
nevada’s;26;2
nevadan;26;2
nevadans;26;7
newark;26;1
newday;26;1
newly;26;1
news;26;26
newsletter;26;2
newsletters;26;2
newsmax;26;1
nfbkajbhqy;26;1
ngr0aefbhs;26;1
nh;26;14
nh's;26;1
nh’s;26;2
nh6wmprn2k;26;1
nhhuarqaew;26;1
nhng;26;1
niagara;26;1
nice;26;1
nics;26;1
niesw7vymc;26;1
night;26;10
nighter;26;1
nih;26;2
nih’s;26;1
ninety;26;1
nj;26;3
nj’s;26;1
njherald;26;1
nkjcat9ged;26;1
nkjer715gb;26;1
nm2fypvlxo;26;1
nmnryxfkpr;26;1
nnjkl617xt;26;1
no1ez4gwf9;26;1
noaa;26;1
nominate;26;1
nomination;26;12
nominee;26;3
nonmedical;26;1
nonprofits;26;1
nonsmokers;26;1
norby;26;1
nord;26;4
nordstream2;26;3
normal;26;9
normalcy;26;1
north;26;2
northjersey;26;1
northwest;26;1
noted;26;1
notice;26;1
noticed;26;1
notification;26;1
notifications;26;2
notified;26;1
notifying;26;1
nourish;26;1
nqi9hiozsj;26;1
ns2;26;1
nsv90w6t3j;26;2
ntx5srp2ke;26;1
nuclear;26;5
nudszzamjy;26;1
nujswiphhx;26;1
numerous;26;2
nuns;26;1
nurses;26;10
nursing;26;5
nutrition;26;4
nutritional;26;2
nv;26;2
nwghaad;26;1
nxzsvgapdr;26;1
ny;26;2
ny's;26;1
ny4ymmarcy;26;1
nydiavelazquez’s;26;1
nypost;26;1
nyt;26;1
nytimes;26;2
nz8eeerivi;26;1
nzdwvx5r27;26;1
nzw0ckizlb;26;1
o'connor;26;1
o045n3flmk;26;1
o0oshpeprm;26;1
o24brl0067;26;1
o4sb7bahoe;26;1
o6zm3ednj9;26;1
o7yhirzfn4;26;1
oaepib7kcu;26;1
oath;26;1
ob4prb9xh4;26;1
obama;26;1
obamacare;26;1
obesity;26;4
obeyed;26;1
objected;26;1
objections;26;1
objectives;26;2
obstacles;26;2
obstructing;26;1
obvious;26;1
occupied;26;1
ocean;26;1
ocmluzs4pi;26;1
od7stumhqk;26;1
oeosr2g7wy;26;1
oexjounsc8;26;1
offense;26;1
offer;26;1
offered;26;4
offering;26;1
offers;26;2
office;26;10
officer;26;3
officers;26;2
official;26;4
officially;26;4
officials;26;7
offset;26;1
ofnhp;26;2
ogibf00wrg;26;1
ohio;26;9
ohioans;26;1
oil;26;1
okcuievz9k;26;2
okies;26;1
oklahoma;26;3
oklahoman;26;2
oklahomans;26;2
olds;26;2
omb;26;3
oncoming;26;1
ongoing;26;9
online;26;7
onset;26;1
onw1z8ebze;26;1
onwards;26;1
oojlm6fjvd;26;1
op;26;4
opcoqxiu2k;26;1
operate;26;3
operating;26;4
operation;26;5
operational;26;1
operations;26;2
operationwarpspeed;26;1
operator;26;2
operators;26;1
ophxnhwilm;26;1
opportunistic;26;1
opportunity;26;13
oppose;26;1
opposed;26;3
opposes;26;1
opt;26;1
optimism;26;1
optimistic;26;1
option;26;2
options;26;3
orange;26;1
ordeal;26;1
orderly;26;4
oregonians;26;1
oregonway;26;1
organization;26;2
organizations;26;3
organize;26;2
organizers;26;1
orgs;26;1
orgy;26;1
oriented;26;1
originated;26;1
orwj5ul6az;26;1
osha;26;1
osha_dol;26;2
ossoff;26;3
outages;26;1
outbreak;26;1
outbreaks;26;1
outcomes;26;2
outdoor;26;1
outline;26;1
outlining;26;1
outrageous;26;1
outreach;26;2
outstanding;26;1
overcome;26;3
overcoming;26;1
overdoses;26;1
overdue;26;7
overlooked;26;1
overreach;26;3
overseas;26;1
overseeing;26;1
oversight;26;3
overstate;26;1
overtime;26;1
overturn;26;1
overturning;26;1
overwhelming;26;1
overwhelmingly;26;3
overwork;26;1
ovlovs4lum;26;1
ovskiqqyeb;26;1
owe;26;2
owed;26;1
owned;26;1
owner;26;4
owners;26;5
oxo6bo3bug;26;1
ozajhneyzj;26;1
ozmxdp5hez;26;1
ozuvwinovo;26;1
p.m;26;1
p0d2wy4dpg;26;1
p0wlsbvb30;26;1
p2khrwussf;26;1
p3zdkcl9sr;26;1
p4quwttsq5;26;1
p5y5cjsplk;26;1
p7m1hvmtcb;26;2
p9t5kniund;26;1
pace;26;3
pacific;26;4
package;26;86
packaged;26;1
packages;26;4
packed;26;2
pad;26;1
padilla;26;1
page;26;5
paid;26;6
pain;26;1
paint;26;1
pales;26;1
palestinians;26;2
palm;26;2
pandemic;26;459
pandemic.https;26;1
pandemic's;26;1
pandemics;26;2
panicked;26;1
panola;26;1
pantry;26;1
parade;26;2
parenthood;26;1
parents;26;9
park;26;2
parks;26;1
parkway;26;1
parliamentarian;26;2
partial;26;2
partially;26;1
participate;26;5
participated;26;1
participating;26;1
participation;26;1
parties;26;2
partisan;26;31
partisanship;26;1
partner;26;6
partnering;26;1
partners;26;3
partnership;26;2
parton;26;1
party;26;5
pass;26;61
passage;26;5
passed;26;72
passengers;26;1
passing;26;28
past;26;25
patched;26;2
path;26;8
pathway;26;1
patient;26;2
patients;26;3
pattymurray;26;7
pave;26;1
pay;26;15
paycheckfairness;26;1
paycheckfairnessact;26;1
paychecks;26;1
paying;26;1
payment;26;4
payments;26;18
payoff;26;3
payroll;26;8
pays;26;1
peace;26;1
peaceful;26;2
peak;26;1
peanut;26;1
peggy;26;1
pelosi;26;6
penalizes;26;1
penalties;26;1
pencils;26;1
penny;26;1
pension;26;3
people;26;158
people's;26;5
people’s;26;18
peoplenotpolluters;26;1
peoples;26;2
percent;26;6
perfect;26;1
period;26;14
perkins;26;1
permanent;26;4
permanently;26;3
permitting;26;1
perpetrate;26;1
perpetrated;26;1
perpetrators;26;1
perplexed;26;1
person;26;9
personal;26;8
personally;26;2
pervasive;26;1
pet;26;6
peterwelch;26;1
pfas;26;1
pffnh;26;1
pfizer;26;4
pharmaceutical;26;2
pharmacies;26;2
pharmacists;26;1
phase;26;4
phenomenal;26;1
phff3r2evc;26;5
phg3hnroql;26;2
phg3ho8zht;26;1
philmurphynj;26;1
phone;26;1
photographer;26;1
photographers;26;1
photos;26;1
phpmsegu6r;26;1
phxahffze7;26;1
physical;26;4
physically;26;1
physician;26;1
picawashington's;26;1
pick;26;3
picture;26;1
piece;26;4
pieces;26;4
pierrekory;26;1
pigxabobs4;26;1
pill;26;1
pilot;26;3
pipeline;26;6
pitfalls;26;1
pits;26;1
pjwdvnhwou;26;1
pjwhxcwqza;26;1
pk7yqjkxux;26;1
pkdaqdciw3;26;1
placement;26;1
plague;26;1
plain;26;1
plainly;26;1
plan;26;225
plan’s;26;3
planet;26;1
planned;26;2
planning;26;1
plans;26;9
plant;26;2
plants;26;2
platform;26;2
platforms;26;2
play;26;2
playing;26;2
plays;26;1
pleased;26;15
plenty;26;1
plotting;26;1
pm;26;1
pm20fiymse;26;1
pmv0gxh2pk;26;1
pockets;26;9
pod;26;1
podcast;26;2
poison;26;1
poke;26;1
polarizing;26;1
police;26;15
policies;26;14
policing;26;3
policy;26;10
political;26;16
politically;26;1
politician;26;1
politicize;26;1
politicizes;26;1
politics;26;2
pollution;26;4
poor;26;1
poorly;26;1
pop;26;2
popular;26;1
popularity;26;1
population;26;1
populations;26;2
pork;26;5
porkulus;26;1
portfolios;26;1
pose;26;1
posed;26;1
position;26;6
positive;26;3
possessing;26;1
post;26;4
postal;26;1
postmaster;26;1
potential;26;3
potentially;26;1
potus;26;58
potus⁩;26;1
potus's;26;3
potus’s;26;3
potuses;26;1
pouliot;26;1
pour;26;1
poverty;26;23
power;26;10
powerful;26;5
powers;26;1
pp9jzzbysi;26;1
ppe;26;6
ppoxiqhcfk;26;1
ppp;26;3
ppp2;26;1
ppxwb3yoxd;26;1
pqnumusflo;26;1
pqqacwkbis;26;1
practice;26;2
practices;26;1
practicing;26;3
praised;26;2
praising;26;1
pray;26;1
prayers;26;1
praying;26;1
pre;26;7
precarity;26;1
precedent;26;3
precious;26;1
predict;26;1
predicts;26;1
pregnancy;26;3
pregnant;26;8
premium;26;4
premiums;26;7
prenatal;26;2
prepandemic;26;1
prepared;26;4
preparedness;26;1
prepares;26;1
preparing;26;1
preposterous;26;1
preregister;26;1
pres;26;2
preschool;26;1
prescriptions;26;1
preserve;26;2
preserves;26;1
presidency;26;3
president;26;59
president's;26;6
president’s;26;1
press;26;4
presser;26;1
pressing;26;1
pressure;26;2
pretend;26;1
prevent;26;18
preventing;26;2
prevention;26;5
prevents;26;1
previous;26;10
price;26;3
primary;26;1
primetime;26;1
principles;26;1
print;26;2
priorities;26;12
prioritize;26;8
prioritized;26;2
prioritizes;26;2
priority;26;8
prison;26;1
prisoners;26;4
privacy;26;8
privilege;26;1
pro;26;3
proact;26;1
probiz;26;1
proceed;26;1
proceeding;26;1
process;26;15
processes;26;1
processing;26;2
procession;26;1
proclamations;26;1
procure;26;1
produce;26;2
produced;26;1
producers;26;5
product;26;1
production;26;5
products;26;2
professionals;26;10
profits;26;4
program;26;18
programming;26;2
programs;26;18
progress;26;10
progressive;26;1
progressives;26;1
prohibit;26;1
prohibited;26;1
project;26;9
projected;26;2
projects;26;10
prolonging;26;1
promise;26;11
promised;26;6
promising;26;1
promote;26;5
propaganda;26;1
proper;26;1
proposal;26;5
propose;26;2
proposed;26;1
proposing;26;2
prosecute;26;1
prosecuting;26;1
prosecutions;26;1
prosecutors;26;3
prosperity;26;1
prosperous;26;1
protect;26;42
protected;26;4
protecting;26;5
protection;26;10
protections;26;7
protective;26;2
protesters;26;1
protestors;26;2
proud;26;55
prove;26;3
proven;26;2
provide;26;46
provided;26;5
provider;26;8
providers;26;21
providing;26;27
provision;26;9
provisions;26;8
psi;26;2
pu7gnndtw9;26;1
public;26;86
public's;26;1
publicizing;26;1
publicly;26;1
pumping;26;1
punish;26;2
punished;26;1
punishes;26;1
purchase;26;5
pure;26;2
purely;26;2
purpose;26;1
pursue;26;1
pursuing;26;1
pursuit;26;1
push;26;5
pushed;26;3
pushing;26;8
putin;26;2
putin’s;26;1
putting;26;16
pvu1vyrtrq;26;1
px7lhojn6s;26;1
pyoes;26;1
q0gwwqrtlh;26;1
q3ejjgn2wf;26;1
q8k8bbtwzp;26;1
qax9s0o9hc;26;1
qczpwehedv;26;1
qdldtrkqvb;26;1
qeb5bcjjrt;26;2
qfdydvftgm;26;1
qg2ijst4cr;26;1
qlrxuvlt6e;26;1
qm4a3mzool;26;1
qoufncl31u;26;1
qq6x42patb;26;1
qqbboyqfjl;26;1
qrwdlyyvjd;26;1
qs5a2glppr;26;1
qtrtqhmdcv;26;1
qu3cizbb4k;26;1
qualified;26;5
qualifies;26;1
qualify;26;1
qualifying;26;3
quality;26;15
quantum;26;1
quarantine;26;2
quarter;26;2
question;26;3
questioned;26;1
questioning;26;3
questions;26;11
quick;26;4
quicker;26;4
quickly;26;11
quiet;26;1
quietly;26;2
quinn;26;1
quit;26;1
quizzed;26;1
qw64osnoar;26;1
qxst6mfivs;26;1
qyugkxpflg;26;1
qz6wvolhmg;26;1
qz6ymhs5jg;26;1
r8n51fss08;26;1
race;26;2
racial;26;5
racism;26;6
racist;26;1
radiation;26;1
radical;26;9
radicalized;26;1
radio;26;1
rafael;26;1
ragged;26;1
rail;26;1
railroad;26;1
rainfall;26;1
rainforests;26;2
raise;26;8
raised;26;3
raisethewage;26;1
raising;26;2
ralliers;26;1
ram;26;1
rammed;26;2
ramming;26;1
ramp;26;6
ramping;26;1
ran;26;1
ranchers;26;2
randle;26;1
randpaul;26;1
range;26;1
ranking;26;2
rapid;26;1
rapidly;26;1
rapids;26;1
rare;26;1
rate;26;3
rates;26;1
ravages;26;1
rbjkccxm6o;26;1
rbkbxhye14;26;1
rcuqihwyah;26;1
rdn5hsgc1n;26;1
rdyntytggk;26;1
reach;26;9
reached;26;1
reaches;26;1
reaching;26;3
read;26;22
readiness;26;1
reading;26;1
reads;26;1
ready;26;10
reaffirms;26;1
reagan;26;1
real;26;11
realistic;26;1
reality;26;2
realize;26;1
rearview;26;1
reason;26;1
reasonable;26;2
reasons;26;2
reassurance;26;1
reauthorization;26;1
reauthorizations;26;1
reauthorize;26;1
reauthorized;26;1
rebound;26;2
rebuff;26;1
rebuild;26;8
rebuilding;26;3
rebuttal;26;1
receive;26;34
received;26;8
receives;26;1
receiving;26;9
recent;26;4
recently;26;8
recipients;26;1
reckless;26;2
recklessly;26;1
recognize;26;4
recognized;26;1
recognizes;26;2
recommendations;26;3
recommended;26;1
reconciliation;26;1
reconstruction;26;1
record;26;9
recorded;26;2
records;26;2
recover;26;24
recovered;26;1
recovering;26;4
recovery;26;24
recreation;26;2
recruited;26;1
red;26;3
red's;26;2
redirect;26;1
redirects;26;1
redouble;26;1
reduce;26;11
reduced;26;2
reducing;26;7
reeling;26;1
reestablishing;26;1
reflect;26;2
reflected;26;1
reform;26;7
reforms;26;3
refreshing;26;1
refuge;26;1
refundable;26;1
refunds;26;1
refuse;26;3
refused;26;1
refusing;26;1
regan;26;1
regime;26;1
region;26;2
region’s;26;2
regional;26;1
regions;26;1
register;26;9
registered;26;1
registration;26;5
registries;26;2
registry;26;2
regular;26;2
regulation;26;1
regulatory;26;3
reign;26;1
reimburse;26;1
reimbursements;26;1
reinforce;26;1
reinforces;26;2
reinstate;26;1
reintroduce;26;2
reintroduced;26;5
reintroducing;26;4
rejected;26;3
related;26;19
relaunched;26;1
relax;26;1
relaxing;26;1
release;26;2
released;26;3
releasing;26;1
relent;26;1
relentless;26;1
reliability;26;1
reliable;26;5
relief;26;265
relies;26;1
religious;26;3
relocate;26;1
rely;26;2
relying;26;2
remain;26;5
remainder;26;1
remaining;26;2
remains;26;6
remarkable;26;1
remember;26;8
remind;26;2
reminded;26;2
reminder;26;9
remote;26;4
remove;26;4
rendition;26;1
renew;26;1
renewable;26;1
renews;26;1
reno;26;1
renowned;26;1
rent;26;6
rental;26;6
renters;26;6
reopen;26;34
reopened;26;3
reopening;26;9
reopenings;26;4
repair;26;3
repairs;26;1
repangiecraig;26;1
repanthonybrown;26;1
repbarbaralee;26;1
repblakemoore;26;1
repburgessowens;26;1
repchrisstewart;26;1
repcicilline;26;1
repcindyaxne;26;2
repdwightevans;26;1
repeal;26;2
repeatedly;26;3
repfrenchhill;26;3
repgosar;26;1
repgracemeng;26;2
repgwenmoore;26;1
rephoulahan;26;1
repjeffries;26;1
repjimmygomez;26;1
repjohncurtis;26;1
repkclark;26;2
repmarkpocan;26;1
repmcgovern;26;2
repmondaire;26;1
report;26;11
reported;26;5
reporters;26;1
reporting;26;3
reports;26;8
reppressley;26;1
represent;26;1
representation;26;1
representatives;26;2
represents;26;1
reprickcrawford;26;3
reprobinkelly;26;1
repronkind;26;1
reps;26;3
repteresalf;26;1
repthompson;26;1
republican;26;18
republicans;26;26
repurposed;26;1
repwesterman;26;3
request;26;1
require;26;2
required;26;4
requirement;26;1
requirements;26;3
requiring;26;2
rescue;26;211
research;26;12
researchers;26;2
resident;26;1
residents;26;8
resilience;26;2
resiliency;26;1
resilient;26;1
resolution;26;1
resolve;26;1
resource;26;3
resources;26;51
respect;26;5
respective;26;1
respiratory;26;1
respond;26;8
respondact;26;1
responders;26;8
responding;26;1
response;26;28
responsibilities;26;1
responsibility;26;5
responsible;26;4
rest;26;5
restaurant;26;6
restaurants;26;13
restaurantsact;26;1
restore;26;13
restoring;26;1
restrict;26;1
restrictive;26;1
restructure;26;2
result;26;7
resulting;26;2
results;26;2
retain;26;3
retention;26;1
rethinks;26;1
retirement;26;2
rettig;26;1
return;26;11
returned;26;2
returning;26;1
returns;26;2
retweet;26;2
revenue;26;2
reversal;26;1
reverse;26;1
review;26;4
revise;26;1
revive;26;2
reviving;26;1
revoke;26;1
revolution;26;2
rewarding;26;1
rewrite;26;2
reynolds;26;1
rf1uza27jj;26;1
rferl;26;1
rgehgrke9r;26;1
rhetoric;26;1
rhino;26;1
rhode;26;4
ri;26;2
ri’s;26;1
rich;26;2
richard;26;1
richer;26;1
rid;26;1
ridiculous;26;1
ridoh;26;1
riers;26;4
rightly;26;2
rights;26;27
rigorous;26;1
rihealth;26;1
rim1jiuoy1;26;1
rinationalguard;26;1
rioters;26;2
rise;26;8
risen;26;2
rising;26;3
risk;26;18
risked;26;1
risking;26;3
risks;26;5
river;26;4
rivera;26;1
riwbytfg0r;26;1
rjcxtplnue;26;1
rjstadium;26;1
rjxldsagbw;26;1
rliyukegbw;26;1
rltd0rdmku;26;1
rm7sofye01;26;1
rmtb0pcih8;26;1
rn;26;1
rnfil1ki2z;26;1
ro9povo9n5;26;1
road;26;7
robertwruncie;26;1
robust;26;9
rochelle;26;1
roe;26;2
role;26;7
roll;26;4
rolling;26;1
rollout;26;1
rolls;26;2
ron;26;2
ronald;26;1
ronwyden;26;1
roof;26;4
roofs;26;1
root;26;3
rose;26;2
rotunda;26;1
rough;26;1
roughly;26;2
round;26;3
roundtable;26;1
rouse;26;2
routers;26;1
roy;26;1
royblunt;26;2
rp75wpfydg;26;1
rqk1qz6i3g;26;1
rslc's;26;1
rssfwssnjs;26;1
rssu8tf2ms;26;1
rt;26;3
rtv5rkf7fe;26;1
rubio;26;1
rule;26;16
ruled;26;1
rules;26;6
ruling;26;1
run;26;8
runaway;26;1
running;26;8
rural;26;16
rurkoxh2bs;26;1
rushed;26;1
rushing;26;2
russia;26;3
russia’s;26;5
russian;26;2
rvffmmvs6e;26;1
rwqbfdgda9;26;1
rwwfmc1dza;26;1
rychaz3heq;26;1
ryuglvrfts;26;1
rzixpiann5;26;1
rzyhnyna1r;26;1
s0ek7iivgc;26;1
s0xcypjzhj;26;1
s1al1zhmfx;26;1
s4amkebvr4;26;1
s4ppkwv4ei;26;1
s5kv9hnpjb;26;1
s5nifkhahr;26;1
s5xtn8h9fv;26;1
s9stpilmjv;26;1
saco;26;1
sacrifice;26;2
sacrificed;26;1
sacrifices;26;3
sad;26;1
saddened;26;1
saddling;26;1
sadly;26;1
safe;26;42
safeguard;26;1
safeguarding;26;1
safeguards;26;1
safely;26;46
safer;26;5
safest;26;1
safety;26;48
saint;26;1
sake;26;1
sale;26;3
sales;26;1
saliva;26;1
sanction;26;1
sanctions;26;4
sanctuary;26;1
sanders;26;2
sandra;26;1
sanitary;26;1
sanitation;26;1
sat;26;1
saturday;26;1
save;26;27
saved;26;4
saves;26;2
saving;26;8
savings;26;1
sbagov;26;2
sbgz92bx7o;26;1
sc3tjt29ct;26;1
scale;26;1
scales;26;2
scammers;26;3
scams;26;4
scapegoated;26;1
scariest;26;1
scbqxeaw6l;26;1
schedule;26;8
scheduled;26;1
scheduling;26;1
scholarship;26;2
scholarships;26;1
school;26;28
schools;26;76
schumer;26;6
schumer’s;26;3
science;26;11
scientific;26;3
scientifically;26;1
scientist;26;1
scientists;26;5
scolds;26;2
scope;26;1
scott;26;1
scotus;26;1
scourge;26;2
scstrong;26;3
scwewjeijq;26;1
sd's;26;1
sdi7cdw7qj;26;1
sdiflpli45;26;1
sdwbyr3op2;26;1
seacoast;26;2
seafood;26;1
season;26;5
seattle’s;26;1
sec;26;4
secblinken;26;1
seccardona;26;1
secdef;26;1
secfudge;26;1
secmayorkas;26;1
secondamendment;26;1
secret;26;1
secretaries;26;2
secretary;26;13
secretarypete;26;2
secretly;26;1
sections;26;2
sector;26;2
secure;26;28
secured;26;11
secures;26;1
securing;26;5
security;26;30
secvilsack;26;1
sedgwickcounty;26;1
seek;26;1
seeking;26;5
select;26;1
sell;26;2
selling;26;1
selma;26;2
selma56;26;1
semfnsoeeh;26;1
sen;26;25
sen_joemanchin;26;1
senalexpadilla;26;4
senamyklobuchar;26;4
senate;26;90
senate’s;26;1
senateaggop;26;1
senatebanking;26;2
senatecommerce;26;1
senatedems;26;8
senatefloor;26;1
senateforeign;26;1
senategop;26;3
senaterpc;26;1
senateva;26;1
senator;26;12
senatorbaldwin;26;1
senatorbraun;26;3
senatorcantwell;26;1
senatorcardin;26;1
senatorcarper;26;1
senatordurbin;26;5
senatorfischer;26;1
senatorhagerty;26;1
senatorhassan;26;8
senatorlankford;26;3
senatorleahy;26;2
senatormenendez;26;11
senatorromney;26;1
senators;26;6
senatorsinema;26;1
senatortester;26;2
senatortester's;26;1
senatortimscott;26;3
senatorwarnock;26;2
senatorwicker;26;1
senblumenthal;26;3
senbobcasey;26;1
senbooker;26;2
senbrianschatz;26;1
sencapito;26;3
sencortezmasto;26;2
send;26;7
sending;26;8
sends;26;1
senduckworth;26;3
senfeinstein;26;1
senfinance;26;1
sengarypeters;26;4
sengillibrand;26;1
seniors;26;9
senjackyrosen;26;3
senjeffmerkley;26;3
senjohnbarrasso;26;2
senjoniernst;26;4
senkevincramer;26;3
senmarkey;26;2
senmarkkelly;26;2
senmikelee;26;2
senrickscott;26;1
senrickscott’s;26;1
senrobportman;26;1
senrubiopress;26;4
sens;26;2
sensanders;26;1
senschumer;26;8
senschumer's;26;1
sense;26;5
sensherrodbrown;26;6
sensinema;26;1
sentedcruz;26;1
senthomtillis;26;5
sentinasmith;26;3
sentomcotton;26;4
sentoomey;26;1
senwarren;26;8
senwarren's;26;1
september;26;2
sequencing;26;2
series;26;1
servants;26;2
serve;26;17
served;26;4
servers;26;1
serves;26;1
service;26;21
servicers;26;1
services;26;29
serving;26;6
session;26;2
set;26;11
setbacks;26;1
sets;26;1
setting;26;2
severe;26;5
sex;26;1
sexual;26;7
sezd94o2ek;26;1
sf9u0dkyc2;26;1
sfbnlf7lhw;26;1
sfkdwagwz8;26;1
sfvps6mlp9;26;1
shame;26;3
shameful;26;3
share;26;6
shared;26;3
sharing;26;1
shattered;26;1
shelter;26;2
shelters;26;1
sheriffs;26;3
sherman;26;1
shine;26;1
ship;26;1
shipbuilding;26;1
shipment;26;1
shocked;26;1
shopping;26;1
shops;26;1
short;26;4
shortage;26;1
shortages;26;1
shortchanged;26;1
shortfalls;26;1
shot;26;11
shots;26;15
shoulders;26;2
shouldn’t;26;6
showcases;26;1
shown;26;1
shredded;26;1
shut;26;4
shutdowns;26;1
shuttered;26;5
sick;26;7
sicknick;26;1
sidelines;26;1
sidewalks;26;1
sidney;26;1
siege;26;1
sight;26;5
sign;26;32
signature;26;5
signed;26;46
significant;26;11
significantly;26;4
signing;26;7
signs;26;4
silence;26;2
silenced;26;1
silencing;26;1
silent;26;1
silicon;26;5
silver;26;1
simple;26;11
simply;26;5
simultaneously;26;1
sing;26;1
single;26;9
singled;26;1
singularly;26;1
siphon;26;1
sisters;26;1
sit;26;2
site;26;12
sites;26;8
situation;26;2
situations;26;1
size;26;1
sizes;26;1
sizing;26;1
sjbpublichealth;26;1
sjw;26;1
skills;26;2
skin;26;1
skip;26;1
skke1byomh;26;3
skyrocket;26;1
slashing;26;1
slated;26;1
sleep;26;1
sleeve;26;1
sleeves;26;3
slfxbhammb;26;1
slips;26;1
slow;26;2
slowing;26;1
slvyrpeh8k;26;1
smart;26;1
smear;26;1
smile;26;1
smiling;26;1
smokers;26;1
smokescreen;26;1
smoothly;26;1
smuggle;26;1
sneak;26;1
social;26;28
socialism;26;1
socialist;26;5
socially;26;4
society;26;3
sockanosset;26;2
sofi;26;1
software;26;1
solar;26;1
solarwinds;26;1
soldiers;26;1
solemn;26;1
solidarity;26;3
solidify;26;1
solution;26;5
solutions;26;1
solve;26;2
solvent;26;1
son;26;1
song;26;2
sooner;26;2
sort;26;1
sought;26;1
souls;26;1
source;26;2
sources;26;1
south;26;4
southern;26;9
southwest;26;1
spaces;26;2
spanned;26;1
spark;26;1
spas;26;1
speak;26;5
speaker;26;2
speakerpelosi;26;3
speakerpelosi’s;26;1
speaking;26;3
speaks;26;2
special;26;15
species;26;1
specific;26;6
specifically;26;3
sped;26;1
speech;26;2
speeches;26;1
speed;26;14
spend;26;6
spending;26;35
spends;26;3
spent;26;11
spinning;26;1
spirit;26;1
spite;26;1
spoke;26;14
spoken;26;1
sponsoring;26;1
sponsors;26;2
sports;26;1
spot;26;1
spotify;26;1
spotlight;26;1
spouses;26;3
spread;26;19
spreader;26;1
spreading;26;2
spree;26;2
spring;26;4
spy;26;1
squr0jkiqy;26;1
srfcd7sl2w;26;1
ssrm482hym;26;1
ssvmfdvyzz;26;1
st;26;4
stability;26;1
stabilize;26;1
stably;26;1
stadium;26;2
staff;26;11
staffer;26;1
staffing;26;1
stage;26;3
stages;26;1
staggering;26;1
staircase;26;2
stake;26;1
stakes;26;1
stall;26;1
stalled;26;1
stamps;26;1
stand;26;17
standard;26;5
standards;26;5
standing;26;4
stanton;26;1
starsandstripes;26;1
start;26;14
started;26;8
starting;26;13
starts;26;2
startup;26;3
state’s;26;2
stated;26;1
statehouse;26;1
statement;26;4
staters;26;1
statewide;26;3
status;26;1
stay;26;21
stayed;26;2
staying;26;1
stays;26;1
stcharlesunited;26;1
steer;26;1
stem;26;2
step;26;31
stephen;26;1
stepped;26;1
steps;26;8
stevedaines;26;1
stifled;26;1
stigma;26;3
stimulating;26;1
stimulus;26;26
stitcher;26;1
stolen;26;1
stone;26;1
stood;26;3
stooges;26;1
stop;26;24
stopbecerra;26;1
stopped;26;1
stopping;26;1
stops;26;1
store;26;4
stores;26;2
stories;26;3
storm;26;5
story;26;2
strafford;26;1
straight;26;2
strain;26;4
strained;26;1
strains;26;2
strategic;26;2
strategies;26;1
strategy;26;3
stream;26;6
streamline;26;2
street;26;3
streets;26;2
strength;26;1
strengthen;26;12
strengthening;26;1
strengthens;26;1
stress;26;3
stretch;26;1
strictly;26;2
strike;26;3
stripped;26;1
strong;26;14
stronger;26;9
strongest;26;1
strongly;26;3
structural;26;1
struggle;26;4
struggled;26;4
struggling;26;41
student;26;6
students;26;44
studies;26;2
studktpk6g;26;1
study;26;2
stuff;26;1
su1bjbmvrg;26;2
subcommittee;26;1
subjected;26;1
submit;26;1
submitting;26;1
subscribe;26;1
subsidies;26;3
substance;26;7
substances;26;1
suburban;26;1
subway;26;4
succeed;26;4
success;26;3
successful;26;1
suddenly;26;1
sued;26;1
suffer;26;3
suffered;26;5
suffering;26;3
sufficient;26;1
suffrage;26;1
suicide;26;5
suit;26;1
summary;26;1
summer;26;5
sun;26;1
sunday;26;4
sunlight;26;1
sunshine;26;2
super;26;4
supermarket;26;1
supplemental;26;1
supplies;26;5
supply;26;5
support;26;140
supported;26;2
supporting;26;28
supportive;26;1
supports;26;4
suppress;26;4
suppression;26;5
supremacists;26;2
supreme;26;3
surge;26;2
surgical;26;1
surprised;26;1
surrounded;26;1
surrounding;26;1
surveillance;26;3
survey;26;1
survival;26;1
survive;26;6
survivors;26;7
susceptible;26;1
sustain;26;1
sustainable;26;2
sustained;26;1
svacdems;26;1
svog;26;1
sw;26;3
swckqwbjpt;26;1
sweeping;26;3
swift;26;1
swiftly;26;5
